Timestamp, Temperature (Celsius), Power Input (Watts), Current Input (Amperes), Voltage (Volts)
1716916551, 30.6359, 3875.82, 19.8952, 211.266
1716920151, 26.0688, 3182.26, 18.3388, 213.584
1716923751, 29.6258, 2556.36, 16.7784, 216.972
1716927351, 35.1686, 2471.3, 15.1033, 206.525
1716930951, 30.0659, 3442.98, 18.4212, 232.756
1716934551, 28.4966, 4109.61, 8.30167, 213.265
1716938151, 38.5789, 3565.08, 5.84331, 212.663
1716941751, 39.0738, 1678.62, 12.9799, 212.074
1716945351, 28.428, 3646.96, 7.69503, 240.764
1716948951, 38.9325, 3620.48, 7.24192, 208.049
1716952551, 22.9662, 1429.72, 16.3141, 248.157
1716956151, 31.6628, 1870.25, 5.43528, 236.685
1716959751, 35.6807, 4199.97, 14.0978, 205.152
1716963351, 39.3344, 3040.81, 10.5352, 208.375
1716966951, 39.5572, 2002.81, 13.8892, 207.73
1716970551, 20.7571, 3649.65, 8.40178, 227.097
1716974151, 30.6245, 3155.43, 19.9894, 220.53
1716977751, 27.5391, 2875.96, 9.59201, 239.455
1716981351, 27.6179, 1768.87, 7.37244, 225.977
1716984951, 31.1809, 4433.73, 8.56984, 236.257
1716988551, 23.5286, 3329.22, 17.1568, 236.885
1716992151, 20.7555, 3199.39, 19.4686, 215.619
1716995751, 24.8635, 3681.85, 19.9365, 209.655
1716999351, 25.5686, 4471.23, 7.61765, 208.723
1717002951, 25.1527, 3008.77, 5.66018, 243.312
1717006551, 22.167, 2754.8, 6.72404, 228.976
1717010151, 20.7154, 2258.65, 12.9, 207.012
1717013751, 34.6115, 4487.22, 7.50653, 238.629
1717017351, 38.3309, 2012.06, 12.5919, 208.692
1717020951, 27.3216, 3424.83, 8.39373, 248.021
1717024551, 38.0771, 1278.8, 12.4835, 224.679
1717028151, 35.6446, 2870.86, 13.8882, 211.098
1717031751, 36.5923, 2066.24, 12.1111, 201.277
1717035351, 29.3602, 3969.73, 12.447, 212.426
1717038951, 30.2499, 3748.14, 11.6648, 210.098
1717042551, 25.2598, 3711.94, 5.91322, 201.944
1717046151, 20.5678, 4813.94, 7.52692, 201.951
1717049751, 21.2933, 3399.33, 12.6278, 230.254
1717053351, 26.8962, 1168.33, 18.0266, 229.223
1717056951, 31.6094, 2582.33, 15.0452, 241.118
1717060551, 25.3472, 4676.46, 9.12076, 215.876
1717064151, 32.6769, 2138.84, 5.20922, 202.733
1717067751, 32.5947, 1283.2, 17.3879, 249.37
1717071351, 31.3684, 4611.07, 12.96, 216.009
1717074951, 30.0241, 4421.32, 12.3975, 212.802
1717078551, 24.7122, 3594.66, 5.03836, 246.885
1717082151, 26.4117, 3887.36, 15.9863, 246.345
1717085751, 38.3502, 3068.78, 6.97465, 220.192
1717089351, 23.708, 4008.97, 12.9374, 247.303
1717092951, 35.6203, 1109.25, 6.24707, 221.141
1717096551, 30.2837, 1679.18, 10.5435, 216.625
1717100151, 25.088, 1030.19, 6.94235, 226.296
1717103751, 24.1399, 3719.56, 7.0237, 239.741
1717107351, 39.4938, 2854.59, 7.44088, 214.246
1717110951, 31.441, 2107.44, 5.44654, 225.459
1717114551, 30.164, 1305.87, 9.34476, 246.685
1717118151, 20.7682, 3459.45, 7.1555, 216.811
1717121751, 29.4408, 4154.14, 17.2811, 241.807
1717125351, 26.2643, 3721.54, 12.4273, 231.815
1717128951, 29.6844, 4469.12, 13.0528, 201.772
1717132551, 24.49, 2988.49, 19.2643, 244.073
1717136151, 36.7224, 1384.2, 11.692, 243.322
1717139751, 22.6355, 3760.64, 10.7017, 249.395
1717143351, 36.48, 1782.7, 17.2282, 208.805
1717146951, 28.3917, 4703.49, 12.2052, 245.901
1717150551, 33.4399, 1712.19, 7.00045, 214.933
1717154151, 32.768, 4927.45, 14.6382, 219.899
1717157751, 37.2174, 2761.05, 11.0715, 209.949
1717161351, 24.2319, 3126.73, 16.0496, 244.756
1717164951, 35.2441, 2435.71, 13.7159, 246.699
1717168551, 33.0195, 4163.84, 11.185, 244.885
1717172151, 32.9572, 4018.08, 9.31966, 206.639
1717175751, 38.5085, 2370.57, 8.26089, 215.588
1717179351, 32.2323, 2620.72, 5.10938, 216.971
1717182951, 32.5413, 1770.05, 7.09073, 201.04
1717186551, 27.3725, 1328.06, 18.6276, 233.907
1717190151, 37.5632, 1357.05, 15.7728, 219.005
1717193751, 28.7284, 3787.4, 9.54442, 249.664
1717197351, 38.408, 4349.92, 19.547, 209.088
1717200951, 20.3491, 3226.11, 7.14662, 236.963
1717204551, 27.9825, 2527.05, 7.95972, 228.723
1717208151, 23.8947, 2716.85, 5.34101, 233.605
1717211751, 38.0293, 1865.97, 9.39254, 205.538
1717215351, 27.5164, 3751.35, 13.1347, 231.247
1717218951, 26.941, 2969.22, 9.17821, 223.187
1717222551, 24.7381, 3596.69, 5.02832, 229.409
1717226151, 25.0043, 4825.55, 8.20293, 222.341
1717229751, 37.786, 4109.81, 17.7658, 241.087
1717233351, 27.2679, 1277.89, 19.7638, 247.218
1717236951, 27.5368, 2697.18, 7.63366, 228.145
1717240551, 21.4492, 2940.63, 5.56053, 248.289
1717244151, 38.853, 4575.59, 12.2406, 235.517
1717247751, 28.7177, 3132.8, 18.0618, 207.301
1717251351, 23.3434, 1427.99, 13.8374, 203.354
1717254951, 38.9386, 4255.18, 18.8505, 202.968
1717258551, 23.8186, 3483.23, 5.6874, 209.935
1717262151, 33.9717, 4127.04, 19.8111, 200.679
1717265751, 26.007, 4098.73, 5.16968, 236.057
1717269351, 27.2154, 2671.98, 7.19379, 202.187
1717272951, 33.5312, 1989.46, 17.2419, 214.764
1717276551, 32.522, 1377.86, 13.645, 244.112
1717280151, 23.1005, 3608.47, 12.6474, 230.291
1717283751, 33.4734, 4664.85, 18.9968, 233.332
1717287351, 21.1363, 4165.56, 13.5256, 224.439
1717290951, 30.2056, 4773.36, 19.1129, 224.631
1717294551, 36.9292, 3548.43, 16.3892, 211.426
1717298151, 33.8187, 1209.98, 9.44172, 230.09
1717301751, 31.732, 2366.37, 7.64136, 206.1
1717305351, 29.3162, 4662.27, 10.908, 219.825
1717308951, 27.3351, 3910.23, 10.53, 218.09
1717312551, 31.8636, 2958.97, 8.33894, 244.582
1717316151, 28.6071, 4589.07, 6.75987, 202.584
1717319751, 37.7643, 2306.93, 6.8387, 205.848
1717323351, 38.4096, 3883.43, 9.68593, 217.115
1717326951, 37.1056, 4740.21, 6.71387, 205.438
1717330551, 37.2042, 2140, 17.0379, 209.764
1717334151, 34.9541, 4398.76, 10.8222, 220.45
1717337751, 22.3804, 2286.92, 6.43759, 237.294
1717341351, 33.8918, 3147.58, 11.7342, 233.967
1717344951, 25.8213, 3978.85, 11.8148, 234.56
1717348551, 29.3288, 4643.87, 6.43103, 226.498
1717352151, 33.4762, 3109.25, 5.96289, 233.853
1717355751, 39.0749, 2880.52, 19.3898, 237.347
1717359351, 31.9659, 2217.6, 16.8755, 221.528
1717362951, 31.5185, 3492.59, 14.0744, 221.919
1717366551, 26.1759, 2296.19, 18.3817, 226.793
1717370151, 28.7469, 3242.71, 11.6454, 222.251
1717373751, 20.852, 2059.88, 16.3292, 222.987
1717377351, 24.5252, 3810.08, 11.4372, 223.369
1717380951, 22.5933, 3331.49, 11.2367, 243.109
1717384551, 24.2689, 4227.05, 17.2226, 203.372
1717388151, 21.4076, 4233.71, 8.22356, 245.139
1717391751, 30.9825, 1124.57, 13.2114, 226.231
1717395351, 24.7986, 4009.29, 17.6676, 218.525
1717398951, 36.457, 3462.17, 11.9093, 247.87
1717402551, 32.3539, 1690.95, 7.64424, 240.23
1717406151, 20.6433, 4215.17, 9.52251, 222.554
1717409751, 37.2234, 2912, 19.0853, 210.138
1717413351, 23.4009, 1058.24, 17.6472, 223.568
1717416951, 28.8138, 2052.7, 18.1071, 213.957
1717420551, 35.7754, 4192.4, 7.90647, 237.063
1717424151, 20.2244, 1261.79, 6.29079, 236.129
1717427751, 34.4182, 3830.64, 11.837, 223.141
1717431351, 30.1662, 3496.4, 14.2742, 206.2
1717434951, 38.8829, 1695.16, 16.4635, 211.31
1717438551, 31.0521, 3381.16, 11.2363, 230.289
1717442151, 34.8643, 3101.81, 9.53626, 203.02
1717445751, 39.1738, 3515.36, 14.4342, 201.934
1717449351, 31.2844, 4265.59, 19.512, 202.323
1717452951, 37.9969, 3276.1, 11.0008, 220.802
1717456551, 20.3151, 3988.81, 10.4025, 218.105
1717460151, 35.6363, 3285.98, 17.8896, 230.554
1717463751, 35.8662, 1479.1, 17.1327, 238.345
1717467351, 35.1263, 2365.87, 12.9523, 240.015
1717470951, 31.7308, 2637.21, 7.2801, 211.977
1717474551, 21.3252, 3933.55, 19.4647, 229.543
1717478151, 22.3264, 4726.72, 16.7859, 233.568
1717481751, 23.7407, 3501.25, 8.55241, 246.08
1717485351, 22.3434, 1982.15, 7.29536, 201.099
1717488951, 23.6433, 3366.05, 6.42725, 217.848
1717492551, 38.14, 3020.55, 9.68974, 239.973
1717496151, 32.7905, 4869.94, 11.6228, 217.804
1717499751, 26.5965, 1954.95, 8.68896, 218.813
1717503351, 25.5446, 1174.1, 16.137, 229.189
1717506951, 26.3721, 2461.78, 6.18901, 209.478
1717510551, 38.7481, 2010.44, 9.96309, 240.974
1717514151, 32.2672, 2174.54, 11.7886, 212.907
1717517751, 26.5126, 4109.72, 6.17029, 211.405
1717521351, 37.5856, 4579.92, 6.03574, 207.939
1717524951, 29.7436, 1498.91, 16.9181, 216.919
1717528551, 28.5945, 3359.79, 16.3567, 234.547
1717532151, 21.9347, 2708.23, 9.43736, 219.461
1717535751, 39.9766, 2230.54, 7.71642, 232.18
1717539351, 20.1014, 2492.38, 14.5744, 203.629
1717542951, 32.2627, 2937.49, 14.5462, 245.954
1717546551, 39.666, 1908.76, 6.45531, 232.674
1717550151, 37.88, 4088.26, 12.0727, 214.177
1717553751, 26.0248, 3685.35, 19.3777, 227.178
1717557351, 37.7664, 4686.28, 12.9721, 217.52
1717560951, 35.9658, 1949.04, 15.3691, 220.785
1717564551, 36.2948, 1567.47, 6.55158, 240.707
1717568151, 26.7787, 1950.81, 10.8442, 246.486
1717571751, 25.4575, 1198.99, 13.9196, 220.263
1717575351, 38.0037, 4693.66, 13.0328, 244.833
1717578951, 20.756, 2061.68, 12.9033, 216.648
1717582551, 33.934, 3035.07, 14.1336, 248.028
1717586151, 38.7859, 2561.77, 6.35259, 228.093
1717589751, 36.2646, 2748.2, 9.88253, 221.926
1717593351, 39.1242, 4483.13, 19.6374, 237.666
1717596951, 37.9901, 4683.42, 14.3272, 239.146
1717600551, 27.5791, 2365.21, 18.3431, 219.924
1717604151, 38.3114, 4358.19, 16.6965, 206.321
1717607751, 38.0859, 1394.38, 12.6423, 203.639
1717611351, 32.7519, 2536.34, 12.0008, 245.581
1717614951, 29.6174, 4415.38, 19.3518, 242.756
1717618551, 26.0051, 4326.37, 13.9604, 230.184
1717622151, 33.3173, 4960.54, 8.58241, 243.176
1717625751, 26.2712, 4414.88, 5.95093, 237.771
1717629351, 22.0293, 2493.72, 8.59, 218.771
1717632951, 31.1825, 2348.51, 12.3549, 204.397
1717636551, 29.3216, 4539.82, 17.3947, 235.982
1717640151, 28.8378, 2483.78, 13.6533, 249.218
1717643751, 33.1925, 1474.03, 7.05012, 226.654
1717647351, 32.3622, 4859.44, 6.82576, 200.942
1717650951, 39.5923, 2047.44, 17.2996, 224.734
1717654551, 35.3499, 1069.05, 11.333, 237.685
1717658151, 24.0303, 2012.15, 15.7077, 214.397
1717661751, 39.2187, 4771.21, 8.65979, 230.754
1717665351, 27.8982, 1734.94, 7.24066, 222.308
1717668951, 27.8548, 1940.21, 16.0104, 202.278
1717672551, 23.6395, 2883.59, 5.42246, 245.245
1717676151, 35.7856, 3818.48, 5.16668, 202.157
1717679751, 33.6612, 4750.58, 8.3588, 214.984
1717683351, 22.0943, 4372.26, 19.9018, 205.644
1717686951, 31.1015, 1506.28, 12.722, 220.758
1717690551, 36.9018, 4749.11, 5.75976, 242.256
1717694151, 29.3235, 1560.38, 8.4683, 223.415
1717697751, 33.8083, 2251.62, 5.23932, 223.177
1717701351, 36.4343, 3274.71, 5.97765, 239.795
1717704951, 23.587, 3535.64, 16.4127, 227.969
1717708551, 29.2706, 3337.31, 7.42822, 200.829
1717712151, 26.9124, 2315.87, 16.2512, 202.348
1717715751, 35.611, 2783.96, 6.51781, 201.719
1717719351, 25.7481, 3340.35, 10.0566, 240.325
1717722951, 27.0852, 4105.6, 11.8877, 211.504
1717726551, 20.7333, 1652.1, 7.05948, 224.35
1717730151, 26.4439, 4679.19, 10.9736, 213.8
1717733751, 37.7931, 1473.11, 17.4698, 216.002
1717737351, 33.1732, 3662.63, 11.2161, 217.791
1717740951, 26.4083, 2904.21, 13.8119, 249.634
1717744551, 32.9044, 2162.82, 13.3061, 228.47
1717748151, 25.5879, 4925.9, 16.2202, 222.262
1717751751, 35.8028, 1231.06, 7.37398, 219.617
1717755351, 37.9168, 1850.36, 18.5767, 212.21
1717758951, 22.0503, 4040.96, 10.3731, 243.55
1717762551, 34.1091, 3906.14, 15.7795, 215.172
1717766151, 23.7252, 3947.14, 7.51436, 240.324
1717769751, 26.2159, 2340.78, 5.28528, 229.489
1717773351, 39.1271, 4349.57, 14.3321, 205.928
1717776951, 31.9927, 3999.76, 11.4601, 234.397
1717780551, 25.7587, 4515.76, 8.58193, 236.742
1717784151, 26.1673, 3617.73, 15.9571, 216.841
1717787751, 37.3631, 2504.8, 16.6086, 218.568
1717791351, 31.2558, 1127.13, 6.07185, 231.021
1717794951, 25.8925, 1202.41, 17.7322, 233.937
1717798551, 26.5185, 3017.83, 15.7363, 205.409
1717802151, 30.4587, 2450.2, 15.2213, 238.831
1717805751, 31.2638, 1778.29, 13.7513, 207.33
1717809351, 37.3511, 4909.13, 17.3816, 245.426
1717812951, 32.4312, 4652.29, 11.1862, 234.274
1717816551, 34.9262, 1390.33, 6.68412, 244.062
1717820151, 25.5976, 2279.81, 5.35243, 226.289
1717823751, 21.181, 2816.95, 12.5265, 215.158
1717827351, 32.5785, 4924.53, 15.3846, 234.128
1717830951, 24.0336, 2791.02, 7.37822, 241.967
1717834551, 39.1753, 2602.89, 18.8579, 244.316
1717838151, 35.8183, 4254.98, 10.9836, 229.494
1717841751, 26.5778, 1665.06, 14.6173, 245.921
1717845351, 33.7134, 4631.11, 12.725, 208.369
1717848951, 32.8224, 4912.63, 10.3251, 244.512
1717852551, 35.1457, 2861.88, 7.81132, 207.172
1717856151, 37.9057, 2694.63, 14.2796, 206.144
1717859751, 21.5058, 4446.41, 12.5265, 240.747
1717863351, 21.1699, 1886.35, 8.0983, 225.4
1717866951, 27.4473, 2540.68, 9.57809, 233.383
1717870551, 24.0838, 4504.9, 10.0602, 225.841
1717874151, 31.369, 4609.7, 10.7067, 231.807
1717877751, 38.3396, 2891.59, 11.2527, 240.11
1717881351, 26.952, 1498.18, 6.51851, 246.399
1717884951, 28.5659, 3811.52, 13.8641, 209.542
1717888551, 25.7975, 3588.85, 8.18284, 208.974
1717892151, 24.5665, 1741.72, 16.8188, 210.056
1717895751, 29.0368, 3396.93, 19.6945, 223.956
1717899351, 22.139, 4970.2, 15.1548, 202.092
1717902951, 29.1881, 3789.45, 8.15515, 225.433
1717906551, 24.5665, 2682.41, 5.10084, 209.896
1717910151, 20.5039, 1609.43, 9.09664, 225.481
1717913751, 39.4959, 2708.2, 9.08855, 230.821
1717917351, 23.0708, 4426.03, 5.62199, 219.964
1717920951, 35.609, 4662.17, 6.87383, 220.549
1717924551, 37.4218, 2647.48, 7.19437, 224.406
1717928151, 28.5604, 4089.29, 7.90747, 211.177
1717931751, 23.2778, 3835.13, 10.6984, 216.402
1717935351, 38.6287, 3445.32, 7.04896, 223.547
1717938951, 28.4723, 3212.51, 12.667, 220.801
1717942551, 29.1502, 3391.53, 17.1432, 224.278
1717946151, 35.8363, 1296.91, 7.32631, 209.385
1717949751, 28.835, 4276.1, 17.0925, 241.144
1717953351, 31.1538, 3836.51, 10.164, 231.571
1717956951, 28.7221, 1304.64, 11.0745, 233.401
1717960551, 36.8832, 4266.16, 12.2504, 210.848
1717964151, 39.1155, 4871.08, 11.5029, 226.117
1717967751, 30.1411, 3569.99, 15.2005, 213.472
1717971351, 34.0394, 4348.23, 16.3376, 212.586
1717974951, 31.5627, 1156.95, 10.6226, 246.015
1717978551, 29.466, 3668.34, 12.4691, 213.351
1717982151, 35.8297, 1153.6, 19.19, 240.674
1717985751, 20.479, 2064.38, 19.9708, 216.452
1717989351, 27.7324, 3899.58, 16.4773, 222.323
1717992951, 30.0917, 4739.18, 11.5775, 238.602
1717996551, 28.6574, 3671.54, 13.2054, 200.114
1718000151, 39.5394, 1100.27, 13.7723, 218.767
1718003751, 23.8217, 1552.4, 17.4523, 246.674
1718007351, 29.5389, 1625.57, 6.66997, 234.18
1718010951, 29.7437, 2142.23, 6.12189, 243.637
1718014551, 34.8357, 1060.35, 6.21389, 215.251
1718018151, 28.6662, 3239.28, 12.5467, 235.833
1718021751, 26.5749, 3590.16, 7.87501, 206.84
1718025351, 39.0532, 2510.31, 7.05043, 220.991
1718028951, 34.0921, 3909, 15.4811, 228.716
1718032551, 31.849, 2283.38, 19.9811, 207.45
1718036151, 24.6629, 4605.33, 7.41714, 249.42
1718039751, 37.3322, 2381.26, 13.7299, 223.113
1718043351, 37.8637, 2934.87, 14.0018, 214.19
1718046951, 20.1026, 4644.64, 19.2773, 210.506
1718050551, 31.9638, 4067.74, 8.20927, 247.286
1718054151, 39.2865, 4292.93, 9.82805, 230.832
1718057751, 25.2689, 1111, 18.3282, 213.101
1718061351, 31.5006, 4055.84, 18.6176, 222.961
1718064951, 21.7334, 1380.11, 17.7315, 220.101
1718068551, 34.4405, 4272.44, 17.4279, 207.685
1718072151, 21.6289, 4457.17, 19.1576, 244.15
1718075751, 32.79, 2268.4, 13.79, 217.813
1718079351, 27.4685, 2795.3, 9.56181, 238.207
1718082951, 36.911, 2269.66, 5.73597, 219.334
1718086551, 34.9334, 2881.61, 6.468, 208.227
1718090151, 29.697, 3603.97, 15.3119, 246.504
1718093751, 31.6175, 2883.4, 16.0555, 244.65
1718097351, 34.6056, 4647.11, 6.06262, 218.032
1718100951, 36.7754, 1043.44, 16.6509, 208.459
1718104551, 23.3895, 2800.84, 10.9902, 216.539
1718108151, 33.0057, 1296.37, 6.71081, 246.12
1718111751, 32.9083, 1015.72, 5.38277, 217.111
1718115351, 29.9333, 4650.69, 11.7356, 204.034
1718118951, 24.5718, 2594.52, 16.5337, 248.628
1718122551, 36.752, 1321.44, 8.61466, 249.826
1718126151, 29.1212, 1667.93, 6.26847, 212.948
1718129751, 25.5847, 3086.03, 14.7168, 231.379
1718133351, 39.5651, 1194.06, 15.3698, 209.395
1718136951, 38.9663, 1915.11, 17.4076, 203.475
1718140551, 36.2875, 2604.91, 8.45798, 204.631
1718144151, 24.359, 1925.99, 10.0698, 226.85
1718147751, 38.6475, 4411.55, 18.1977, 219.685
1718151351, 35.6776, 3184.23, 7.24726, 229.846
1718154951, 27.6903, 4382.45, 17.8814, 235.158
1718158551, 21.3851, 4276.99, 8.04083, 202.434
1718162151, 21.9347, 3111.06, 9.76392, 212.661
1718165751, 31.5827, 1271.89, 18.4229, 211.677
1718169351, 33.0453, 1108.33, 10.9393, 210.22
1718172951, 27.2159, 4546.47, 6.34959, 203.049
1718176551, 20.6172, 1805.66, 5.29715, 244.165
1718180151, 37.1521, 4934.94, 13.9404, 225.953
1718183751, 31.142, 2430.48, 7.59551, 213.236
1718187351, 22.845, 2615.38, 17.7625, 205.684
1718190951, 30.064, 1322.69, 14.7437, 238.737
1718194551, 20.4302, 1402.45, 10.4928, 221.729
1718198151, 27.8827, 4140.34, 14.5483, 227.355
1718201751, 25.0595, 1242.23, 11.6732, 212.169
1718205351, 32.5515, 2417.41, 17.7092, 213.38
1718208951, 35.8984, 2937.2, 10.9722, 230.208
1718212551, 25.3222, 3771.45, 11.3149, 218.054
1718216151, 26.7404, 4766.8, 19.8181, 244.557
1718219751, 23.5188, 3330.26, 11.1418, 230.028
1718223351, 39.0705, 4705.18, 14.7177, 222.723
1718226951, 24.3953, 2277.43, 9.5492, 249.102
1718230551, 20.1822, 4608.18, 17.7352, 222.311
1718234151, 36.5432, 2632.67, 15.2426, 204.039
1718237751, 28.0263, 3523.23, 18.3967, 235.951
1718241351, 33.8885, 3688.84, 11.7444, 220.74
1718244951, 21.8616, 3309.02, 9.53702, 219.445
1718248551, 21.519, 1638.82, 7.86734, 233.839
1718252151, 36.447, 2065.03, 19.401, 244.635
1718255751, 36.1001, 2201.44, 9.29826, 213.529
1718259351, 25.2109, 1764.56, 17.7457, 217.219
1718262951, 36.2215, 2887.04, 15.294, 231.714
1718266551, 29.6384, 2298.48, 11.9673, 213.173
1718270151, 20.4601, 3578.91, 7.48057, 224.702
1718273751, 28.8209, 3806.63, 6.71726, 220.56
1718277351, 25.9168, 2605.03, 8.23863, 223.566
1718280951, 23.996, 1756.1, 10.8976, 201.515
1718284551, 30.549, 1717.54, 6.78577, 237.002
1718288151, 26.5288, 1031.47, 7.44434, 229.41
1718291751, 37.8245, 1283.9, 13.1573, 238.49
1718295351, 36.4552, 2478, 13.6606, 233.323
1718298951, 24.3386, 4246.01, 6.36827, 216.292
1718302551, 34.2481, 4159.67, 14.7625, 230.73
1718306151, 20.3839, 3005.19, 15.0012, 244.644
1718309751, 39.6406, 1326.3, 11.1479, 236.066
1718313351, 32.4455, 3381.26, 6.85122, 207.483
1718316951, 20.7336, 3189.99, 7.50457, 200.283
1718320551, 21.0482, 4221.32, 5.39915, 229.279
1718324151, 37.6148, 4644.04, 10.2291, 224.641
1718327751, 38.0179, 1091.37, 6.15259, 247.056
1718331351, 25.3523, 1489.98, 9.50154, 242.396
1718334951, 25.4822, 4172.74, 16.1741, 232.129
1718338551, 35.0815, 1574.25, 15.2443, 201.525
1718342151, 31.3271, 1437.71, 13.4789, 208.774
1718345751, 21.8381, 3234.04, 6.14174, 247.294
1718349351, 22.9617, 3734.28, 14.8922, 220.701
1718352951, 32.5702, 1933.7, 12.4688, 233.264
1718356551, 36.8357, 3077.57, 11.7161, 221.376
1718360151, 30.1381, 4874.91, 9.4354, 204.334
1718363751, 33.8542, 3191.85, 19.319, 220.807
1718367351, 31.5351, 3851.99, 17.2337, 203.098
1718370951, 35.7368, 4019.3, 14.1604, 217.53
1718374551, 37.1692, 2763.89, 9.77682, 241.671
1718378151, 33.5199, 1758.6, 7.93579, 201.473
1718381751, 32.5239, 4003.43, 12.846, 233.432
1718385351, 30.3469, 4823.16, 11.8411, 203.286
1718388951, 32.4706, 4582.63, 5.75713, 237.141
1718392551, 22.0742, 2868.3, 14.1975, 245.572
1718396151, 22.6537, 2421.95, 8.3324, 223.7
1718399751, 27.2572, 1056.09, 19.7879, 219.663
1718403351, 27.5764, 3142.54, 19.9112, 209.514
1718406951, 37.0288, 1993.83, 15.6367, 214.007
1718410551, 20.648, 1794.12, 9.14465, 244.878
1718414151, 34.1404, 2579.37, 10.6652, 205.63
1718417751, 29.9173, 1339.61, 5.22867, 225.787
1718421351, 32.5658, 2713.76, 16.2345, 204.383
1718424951, 25.6653, 4303.98, 17.0696, 224.859
1718428551, 35.479, 2377.65, 11.5455, 219.099
1718432151, 24.7952, 3361.31, 6.16282, 225.68
1718435751, 30.8994, 4619.02, 13.857, 216.891
1718439351, 26.8225, 4897.71, 10.264, 229.076
1718442951, 23.9996, 3572.54, 10.7316, 206.388
1718446551, 31.2155, 2654.61, 9.66073, 201.505
1718450151, 25.3986, 4735.75, 11.4553, 249.848
1718453751, 36.3619, 1267.88, 17.7507, 219.086
1718457351, 32.9907, 3188.23, 13.7228, 209.295
1718460951, 24.1642, 4197.3, 11.5464, 222.392
1718464551, 22.1401, 4023.73, 8.16998, 244.533
1718468151, 27.4405, 4801.89, 6.9529, 207.058
1718471751, 29.2899, 2580.8, 19.7455, 224.816
1718475351, 20.154, 3080.84, 6.17344, 226.764
1718478951, 32.5387, 4158.31, 15.1943, 216.558
1718482551, 27.7381, 3295.23, 10.5361, 236.932
1718486151, 22.2559, 2251.68, 14.6588, 204.557
1718489751, 35.2206, 2150.65, 13.7277, 204.827
1718493351, 23.5492, 3815.96, 14.7616, 214.922
1718496951, 34.5769, 3715.04, 18.2599, 203.463
1718500551, 32.388, 4804.87, 13.9462, 203.319
1718504151, 23.3579, 4122.31, 17.2001, 247.151
1718507751, 28.3938, 3442.42, 8.34261, 246.638
1718511351, 33.4223, 4352.98, 8.30664, 215.587
1718514951, 22.1517, 3796.57, 6.07011, 207.825
1718518551, 25.1523, 4525.04, 12.6377, 218.943
1718522151, 33.6072, 4006.91, 11.5331, 221.232
1718525751, 21.3509, 3410.5, 13.4526, 203.898
1718529351, 32.3848, 2476.68, 11.4119, 215.795
1718532951, 26.5298, 1361.36, 8.08572, 202.774
1718536551, 34.8209, 1175.32, 10.3399, 237.354
1718540151, 37.2924, 1137.12, 9.28469, 216.998
1718543751, 20.9838, 1770.66, 9.04375, 235.991
1718547351, 25.9998, 1878.04, 11.8739, 248.235
1718550951, 38.7222, 3408.4, 16.2631, 238.624
1718554551, 32.8119, 2366.64, 16.2202, 223.618
1718558151, 33.8102, 3308.62, 17.5069, 225.659
1718561751, 31.9079, 3639.59, 14.6571, 238.905
1718565351, 23.0223, 1146.1, 13.623, 231.643
1718568951, 23.8383, 1472.05, 15.295, 213.906
1718572551, 22.6691, 2952.68, 12.6332, 238.457
1718576151, 27.3937, 2797.65, 9.02793, 249.015
1718579751, 27.659, 2735.88, 17.5325, 235.709
1718583351, 38.4419, 3539.89, 13.214, 207.994
1718586951, 36.9821, 1726.69, 13.2613, 245.121
1718590551, 27.2875, 2855.31, 15.6402, 236.857
1718594151, 31.1576, 4241.23, 14.3732, 217.096
1718597751, 23.0393, 1333.53, 7.24092, 234.06
1718601351, 30.5163, 1204.25, 10.4936, 223.058
1718604951, 29.3828, 2631.61, 18.0952, 238.054
1718608551, 33.4806, 4436.49, 12.672, 242.208
1718612151, 34.8821, 3020.97, 12.5745, 202.627
1718615751, 22.7686, 2034.31, 8.19425, 212.515
1718619351, 37.4027, 4246.31, 7.41578, 240.446
1718622951, 23.3608, 2463.55, 13.9058, 245.859
1718626551, 30.9017, 4651.91, 5.46502, 227.531
1718630151, 37.1886, 3188.64, 16.2426, 247.032
1718633751, 30.8239, 1682.4, 9.92569, 231.253
1718637351, 39.6918, 4455.11, 5.57142, 231.995
1718640951, 30.9757, 2088.35, 15.4721, 220.827
1718644551, 34.626, 2344.24, 15.2728, 241.021
1718648151, 35.1426, 4428.36, 18.3009, 247.291
1718651751, 23.5732, 2506.45, 15.7242, 228.537
1718655351, 24.2251, 1822.92, 14.3108, 234.312
1718658951, 36.5022, 2884.02, 14.9703, 239.018
1718662551, 34.6101, 1693.65, 9.2493, 226.596
1718666151, 27.466, 1506.96, 16.8721, 225.101
1718669751, 35.5898, 2286.74, 13.3508, 214.88
1718673351, 31.1063, 3690.11, 12.3222, 214.067
1718676951, 21.7477, 1369.5, 9.92832, 231.226
1718680551, 28.3246, 1504.37, 12.7223, 219.161
1718684151, 37.8795, 3381.81, 14.6018, 224.495
1718687751, 33.9722, 1264.44, 10.0862, 215.583
1718691351, 27.6231, 4772.37, 14.2857, 229.647
1718694951, 33.6178, 2008.05, 14.2751, 229.448
1718698551, 28.5154, 3213.57, 10.7338, 242.89
1718702151, 32.894, 1038.34, 5.86552, 220.154
1718705751, 20.6963, 2347.23, 17.9653, 204.236
1718709351, 39.6625, 3291.72, 11.3757, 200.302
1718712951, 24.5594, 2967.9, 17.0568, 231.021
1718716551, 23.9216, 3331.71, 16.9222, 207.848
