Timestamp,Temperature (Celsius),Appliance Usage (hours),Voltage (Volts),Current (Amps),Power Consumption (Watts)
1716823422,30.3601,4.64553,52.985,17.1324,521.553
1716827022,30.9343,3.66389,54.3535,14.3068,443.389
1716830622,27.833,4.04541,58.623,16.2091,454.541
1716834222,27.3148,4.77229,58.7268,19.1867,553.229
1716837822,33.3906,7.32099,41.6712,16.3357,812.099
1716841422,32.6606,1.73609,53.7199,19.7735,235.609
1716845022,29.9647,6.98858,49.8257,13.5839,774.858
1716848622,23.533,1.72615,59.3524,14.5496,235.615
1716852222,30.551,5.58031,40.7904,18.1595,648.031
1716855822,39.144,7.20864,50.6235,11.4078,797.864
1716859422,30.7268,8.25938,56.6283,11.8021,893.938
1716863022,31.8673,4.3771,53.6229,7.07935,516.71
1716866622,32.8034,2.7444,54.1014,16.6916,327.44
1716870222,27.4742,3.81754,49.1537,15.4486,440.754
1716873822,37.9046,4.10332,48.5824,10.9591,492.332
1716877422,30.5099,0.0970279,54.4218,7.04245,92.7028
1716881022,20.7017,10.2449,52.429,18.8772,1113.49
1716884622,22.731,5.6113,43.6415,18.4372,615.13
1716888222,34.4172,11.1838,49.2123,10.3227,1176.38
1716891822,26.1611,6.86613,54.738,17.2669,781.613
1716895422,25.4126,3.01725,55.4149,8.93133,395.725
1716899022,25.7814,4.83158,54.0251,13.1824,545.158
1716902622,27.057,9.86437,53.56,16.9911,1046.44
1716906222,24.8846,5.02432,56.4165,15.5402,578.432
1716909822,20.2403,0.952416,47.8304,9.26261,188.242
1716913422,27.1223,4.24422,47.8243,12.9575,493.422
1716917022,27.3267,1.5096,47.4886,15.1681,220.96
1716920622,23.1701,2.54749,51.4432,12.2889,336.749
1716924222,30.0721,9.07841,57.3382,19.7489,989.841
1716927822,23.6106,9.28276,43.0842,9.15271,1022.28
1716931422,28.1923,7.16933,40.6232,19.1522,794.933
1716935022,21.3072,1.12322,55.1482,19.0093,210.322
1716938622,21.8448,8.35894,50.5734,13.7117,928.894
1716942222,22.4354,11.7096,56.6747,10.1037,1242.96
1716945822,24.2907,6.55153,54.7917,14.6305,706.153
1716949422,21.2551,6.22981,40.6915,16.4198,690.981
1716953022,32.5267,6.36279,54.4206,19.4323,693.279
1716956622,36.1935,9.92872,52.3154,19.3113,1052.87
1716960222,39.0537,3.34093,59.8529,15.3772,404.093
1716963822,26.9483,4.34257,54.221,17.8029,499.257
1716967422,38.6991,2.55814,59.3634,10.5496,331.814
1716971022,23.226,9.10293,52.7012,12.7698,982.293
1716974622,36.7366,6.47071,58.7829,13.9394,716.071
1716978222,36.6063,2.17427,40.0623,17.5053,268.427
1716981822,30.3793,3.81727,51.7716,11.1912,460.727
1716985422,24.8149,6.70281,50.1065,7.63082,752.281
1716989022,34.396,8.00589,53.8945,14.419,877.589
1716992622,31.2091,9.4099,55.3282,11.0634,1002.99
1716996222,39.7657,1.60927,52.02,9.17017,237.927
1716999822,26.655,2.53008,59.8401,8.91269,336.008
1717003422,34.7872,9.40573,56.0619,16.9292,1039.57
1717007022,36.8113,8.72869,43.31,19.9282,935.869
1717010622,31.6943,5.51075,45.2919,18.1052,621.075
1717014222,36.0079,11.2876,50.9238,17.4767,1217.76
1717017822,25.8275,10.6342,48.8284,11.8299,1140.42
1717021422,32.1066,2.30948,45.0459,8.24973,301.948
1717025022,24.5777,4.47384,41.9617,11.7942,541.384
1717028622,23.5416,7.15725,58.3782,15.9909,798.725
1717032222,28.0689,5.48858,49.2758,9.33164,607.858
1717035822,23.2024,8.30851,58.4112,14.6991,888.851
1717039422,35.8398,0.742805,54.4139,19.6969,145.281
1717043022,22.2028,4.37446,51.4805,12.1001,509.446
1717046622,33.5741,2.7669,57.5225,19.5644,351.69
1717050222,29.5075,3.79961,44.1353,9.78988,461.961
1717053822,27.828,2.53797,47.1902,15.8592,351.797
1717057422,29.0321,3.55155,42.3743,16.5186,454.155
1717061022,27.4683,1.15877,56.7296,8.69607,208.877
1717064622,30.8109,1.2103,48.1069,9.67046,186.03
1717068222,25.9506,0.764209,47.3281,7.13291,163.421
1717071822,27.1648,2.45126,49.4107,9.26341,302.126
1717075422,35.026,7.39588,55.4936,19.2125,805.588
1717079022,22.2606,7.74281,59.3347,8.85754,849.281
1717082622,28.9363,10.0152,51.7722,18.0294,1084.52
1717086222,39.1271,9.73387,59.5819,18.753,1040.39
1717089822,22.0062,5.3222,54.4926,11.9295,582.22
1717093422,35.7318,0.0731906,52.9569,15.8763,97.3191
1717097022,22.1758,3.19974,58.7249,14.0477,393.974
1717100622,31.7118,4.49207,44.4404,15.9826,509.207
1717104222,37.2189,3.80268,49.2679,7.85339,466.268
1717107822,35.4137,3.37819,57.6586,14.2762,410.819
1717111422,37.644,10.2069,59.8267,19.8326,1106.69
1717115022,33.9884,2.92234,53.8682,8.49968,349.234
1717118622,38.5836,6.31541,51.0111,9.46614,713.541
1717122222,21.3638,1.98029,56.8816,15.9969,257.029
1717125822,25.7919,0.477708,40.0226,18.9907,107.771
1717129422,32.0391,5.42329,42.0618,10.3993,629.329
1717133022,35.7926,5.87701,57.2387,19.5382,655.701
1717136622,25.9102,2.87773,43.1947,16.5436,351.773
1717140222,20.4722,6.64983,42.0075,8.92221,738.983
1717143822,24.9955,2.79572,50.1389,13.0499,333.572
1717147422,33.4085,8.39788,54.2155,14.0608,901.788
1717151022,35.5554,11.3244,55.2092,18.949,1228.44
1717154622,31.4462,4.16935,42.1076,18.5039,495.935
1717158222,22.0422,7.98852,59.7009,9.77917,881.852
1717161822,21.5801,11.9655,43.0244,18.3916,1287.55
1717165422,35.1494,6.38153,56.4006,13.9862,726.153
1717169022,39.0903,8.71828,54.4908,19.9659,958.828
1717172622,36.4188,2.9782,41.7603,17.2343,366.82
1717176222,27.4559,5.49162,51.1307,13.2054,624.162
1717179822,23.6129,9.04547,45.2242,18.6015,995.547
1717183422,29.9918,10.231,50.5649,10.8178,1120.1
1717187022,24.6383,9.40388,55.3917,16.6297,1011.39
1717190622,29.7213,8.48479,41.3343,14.346,940.479
1717194222,31.0025,8.34202,55.8983,8.03668,933.202
1717197822,20.6524,5.6634,50.4544,15.1522,630.34
1717201422,35.3997,9.59839,40.4791,17.6112,1021.84
1717205022,29.0651,2.8452,59.9847,14.1731,334.52
1717208622,29.8006,0.943566,59.2151,12.6131,190.357
1717212222,39.9249,3.00982,53.4135,7.17893,383.982
1717215822,29.4885,2.97058,58.9489,11.9478,351.058
1717219422,30.2766,8.21415,56.3195,11.4955,918.415
1717223022,24.8451,7.37164,42.776,19.6358,826.164
1717226622,32.6703,9.30884,44.0663,13.3328,1017.88
1717230222,22.3496,11.328,48.8449,19.7731,1197.8
1717233822,26.6469,4.74559,54.8186,12.6861,569.559
1717237422,37.2894,11.338,40.0153,16.4,1189.8
1717241022,39.0208,6.5481,41.3398,18.7963,731.81
1717244622,25.4393,5.84193,45.6386,8.59172,676.193
1717248222,31.3832,5.94293,52.4369,10.0755,672.293
1717251822,21.1462,10.1072,47.3812,9.75854,1072.72
1717255422,30.2611,4.28525,46.9668,12.7809,478.525
1717259022,30.3743,3.27214,55.1335,17.7786,407.214
1717262622,36.9005,10.6679,42.5965,15.2086,1163.79
1717266222,20.2903,5.17603,59.0606,7.22297,593.603
1717269822,27.9956,3.51719,40.4352,19.4164,436.719
1717273422,27.5265,4.92577,52.3502,8.77502,551.577
1717277022,39.4001,10.0969,57.81,10.07,1091.69
1717280622,28.3124,7.04232,58.6175,16.0683,795.232
1717284222,24.6332,7.95967,57.2558,19.5795,866.967
1717287822,39.3516,6.52889,50.7657,7.71532,743.889
1717291422,27.5099,0.793845,52.8141,10.8635,152.384
1717295022,39.7838,11.5398,56.9231,19.4049,1207.98
1717298622,28.3393,8.23738,57.4273,13.5228,899.738
1717302222,27.7925,3.06052,56.2694,8.69051,395.052
1717305822,34.9538,6.94398,40.0842,16.4412,753.398
1717309422,29.8728,0.956029,55.7433,11.693,146.603
1717313022,20.6261,11.8943,40.9711,12.6313,1256.43
1717316622,22.9215,6.10645,50.2329,9.37925,681.645
1717320222,29.9016,2.11066,59.6081,9.97794,305.066
1717323822,22.6301,8.75996,46.3704,13.6664,958.996
1717327422,20.1868,1.63865,57.4145,15.161,233.865
1717331022,39.8901,4.53635,56.0479,11.2539,533.635
1717334622,29.9979,3.0112,54.7893,19.9841,395.12
1717338222,22.5678,10.5562,42.6679,19.1284,1121.62
1717341822,20.9361,11.1675,46.0817,14.298,1174.75
1717345422,21.7106,2.91984,53.5173,18.0865,358.984
1717349022,30.4577,1.17822,56.3646,19.2486,201.822
1717352622,39.6385,10.8716,57.9046,14.5968,1182.16
1717356222,24.6171,10.5806,54.102,15.3859,1140.06
1717359822,20.1139,3.85679,55.4765,7.97479,477.679
1717363422,30.9311,10.9589,46.1971,18.8082,1163.89
1717367022,31.7717,4.38537,44.7487,11.2642,492.537
1717370622,22.5656,3.05325,48.9639,19.66,367.325
1717374222,23.8263,11.7635,51.0123,16.6031,1272.35
1717377822,37.1856,6.28437,42.8315,18.5364,721.437
1717381422,26.1994,2.7487,47.8103,9.23841,365.87
1717385022,31.7796,8.56963,52.5352,16.3373,914.963
1717388622,31.7086,1.22287,49.6585,7.95535,217.287
1717392222,26.3609,0.52331,40.6812,15.4426,130.331
1717395822,35.7538,5.31521,48.0868,15.5383,628.521
1717399422,24.1037,7.27292,53.3897,18.4039,809.292
1717403022,38.4138,7.16146,50.947,8.20768,784.146
1717406622,36.8534,5.04492,44.7243,17.2835,576.492
1717410222,20.8096,9.90342,48.7051,9.80496,1067.34
1717413822,37.2339,3.05995,44.3348,14.9396,367.995
1717417422,33.6553,8.93212,53.6796,10.0089,980.212
1717421022,27.8004,5.72798,52.5791,15.5668,640.798
1717424622,35.5238,9.95839,41.3251,18.2111,1047.84
1717428222,28.2057,5.4429,42.0099,18.3337,614.29
1717431822,37.9925,1.32829,49.3063,18.8741,212.829
1717435422,39.8257,4.37488,45.8388,8.55721,529.488
1717439022,24.3595,3.9912,42.5831,7.51854,469.12
1717442622,23.9628,11.5343,55.4295,14.2239,1241.43
1717446222,23.2764,1.53736,53.7791,8.90753,232.736
1717449822,20.1854,5.77713,42.5446,15.3653,630.713
1717453422,29.5255,1.69306,59.9469,19.7715,254.306
1717457022,35.8854,3.87557,40.3418,18.509,483.557
1717460622,34.9044,1.85298,42.2535,16.5769,235.298
1717464222,39.1274,7.68569,52.6566,15.718,845.569
1717467822,20.8551,0.702423,56.3622,12.5774,128.242
1717471422,26.223,0.606693,46.2917,10.2795,135.669
1717475022,37.2469,5.23013,41.0236,9.7514,573.013
1717478622,29.4837,4.18793,48.4158,16.5083,517.793
1717482222,31.3016,5.45965,53.0662,7.46062,640.965
1717485822,36.7894,9.97016,53.2475,10.0045,1079.02
1717489422,34.5677,7.52033,41.0517,7.72921,819.033
1717493022,38.5966,7.2611,51.4591,10.7099,777.11
1717496622,38.6298,5.31981,59.9322,11.2431,604.981
1717500222,34.233,1.23993,44.6724,19.827,208.993
1717503822,36.9105,5.71095,47.4795,11.4677,665.095
1717507422,20.0697,6.54457,48.5684,16.7582,717.457
1717511022,26.2218,3.70742,52.7335,13.9283,454.742
1717514622,29.1437,3.96935,53.9232,17.299,478.935
1717518222,29.6583,10.3517,49.4876,11.7387,1115.17
1717521822,35.5454,7.56968,57.9315,15.983,831.968
1717525422,31.9097,6.67428,46.6994,9.05789,739.428
1717529022,30.5151,9.69308,50.8347,18.417,1055.31
1717532622,29.9534,3.29231,44.8824,11.428,391.231
1717536222,39.3266,7.69369,57.7776,15.1986,847.369
1717539822,36.515,2.96409,45.7265,15.0062,382.409
1717543422,21.6368,5.24824,45.3822,11.284,586.824
1717547022,33.5357,4.01367,43.788,17.6922,475.367
1717550622,21.7392,7.75353,59.2785,13.0316,847.353
1717554222,35.3261,8.4392,56.6375,17.1827,916.92
1717557822,21.3386,8.02736,55.2867,10.2557,869.736
1717561422,23.8878,7.28683,45.8095,18.1984,811.683
1717565022,23.9084,3.63185,55.5766,19.0911,424.185
1717568622,38.2127,5.26811,47.8488,17.6128,618.811
1717572222,23.4855,2.87208,54.4383,18.905,366.208
1717575822,33.814,7.15948,55.0499,14.1628,794.948
1717579422,35.6978,9.55165,48.8266,8.56594,1023.17
1717583022,34.7735,11.8882,41.8299,7.86212,1266.82
1717586622,29.3714,8.63738,49.0188,8.65361,937.738
1717590222,37.8342,9.18665,47.3537,7.40626,968.665
1717593822,33.8896,9.34472,47.1157,13.3542,1013.47
1717597422,37.9456,9.93285,40.7263,12.7793,1063.29
1717601022,35.8182,7.24724,58.1921,13.4181,804.724
1717604622,33.7831,2.94795,54.1551,14.1461,360.795
1717608222,35.5716,4.51112,53.1413,11.3034,501.112
1717611822,20.369,9.80275,54.5207,8.01566,1067.27
1717615422,34.8045,7.18428,46.2374,18.0996,804.428
1717619022,28.686,8.46494,57.2936,15.7418,897.494
1717622622,21.8519,3.02495,56.5246,9.67086,398.495
1717626222,26.7024,5.88085,51.1069,14.8039,644.085
1717629822,25.3346,2.87061,43.0116,14.281,351.061
1717633422,26.9831,3.10273,59.1949,10.1168,408.273
1717637022,23.3266,4.9273,51.6288,10.3866,578.73
1717640622,37.9236,1.02372,57.658,18.951,194.372
1717644222,22.9979,1.92188,59.5972,17.9592,262.188
1717647822,30.5563,10.5999,42.7644,9.07257,1146.99
1717651422,37.4621,7.51115,52.7659,19.2176,815.115
1717655022,28.1463,10.8724,52.6518,17.5263,1159.24
1717658622,35.4577,0.784884,56.0234,19.6628,129.488
1717662222,24.2555,9.67012,45.3926,15.2125,1057.01
1717665822,30.1096,8.48541,48.6508,7.4261,909.541
1717669422,21.3971,5.66128,57.9418,9.20389,649.128
1717673022,32.2755,3.08939,47.9373,12.8,371.939
1717676622,32.0287,2.11999,41.4319,18.6959,285.999
1717680222,35.0386,2.86509,48.0007,14.0191,358.509
1717683822,39.1763,10.4578,50.2371,10.7329,1134.78
1717687422,23.0965,4.74085,49.089,18.5797,536.085
1717691022,24.4327,4.51702,57.5262,8.54253,542.702
1717694622,39.282,11.0358,58.1317,11.1705,1202.58
1717698222,24.8498,11.4284,41.3733,19.5049,1198.84
1717701822,37.9213,9.482,56.516,19.3418,1041.2
1717705422,38.3167,7.25056,55.1653,12.7047,775.056
1717709022,33.8909,11.2591,48.4445,19.931,1190.91
1717712622,26.4143,2.75527,46.7489,17.6826,351.527
1717716222,27.7814,0.175583,55.2953,17.6584,93.5583
1717719822,31.9399,10.3452,44.8457,18.6225,1119.52
1717723422,33.6896,9.22896,40.6671,7.79546,989.896
1717727022,22.7018,0.316399,51.2992,15.8668,94.6399
1717730622,24.9569,2.94501,49.7433,16.0282,391.501
1717734222,35.7712,6.17738,46.2044,9.48756,705.738
1717737822,37.2284,7.32739,57.7276,16.2429,819.739
1717741422,33.6755,0.750948,52.382,10.7591,138.095
1717745022,30.1635,5.46081,57.9357,17.5231,611.081
1717748622,36.3738,3.07977,58.5015,19.931,372.977
1717752222,24.8251,5.57741,53.1364,10.8254,632.741
1717755822,36.746,0.0907558,48.9584,10.8012,87.0756
1717759422,22.4283,1.987,56.4183,11.2273,281.7
1717763022,22.8416,1.76035,55.8361,17.3486,244.035
1717766622,34.5425,10.1168,52.7531,18.9117,1108.68
1717770222,22.2375,4.25514,56.4324,17.249,498.514
1717773822,27.7494,1.16381,51.9956,16.8058,189.381
1717777422,33.1529,8.00661,51.4591,19.5949,858.661
1717781022,32.0968,3.76963,50.8084,8.67425,466.963
1717784622,28.6748,7.17422,56.5307,10.6576,769.422
1717788222,28.2174,11.8325,47.4587,9.0571,1262.25
1717791822,33.1427,0.238324,45.5635,8.25092,98.8324
1717795422,32.2377,2.4364,52.0591,9.41377,333.64
1717799022,33.0223,8.99499,41.5986,12.2429,958.499
1717802622,33.9007,1.1747,58.1372,17.7838,200.47
1717806222,37.9071,1.64348,40.9272,9.19636,240.348
1717809822,20.2337,4.15215,41.9526,17.8155,512.215
1717813422,25.4752,11.6135,42.682,10.0878,1241.35
1717817022,31.6508,5.92638,46.1409,15.8322,672.638
1717820622,33.6936,2.28234,40.7807,16.6928,308.234
1717824222,31.363,1.07226,56.6747,8.22871,173.226
1717827822,25.6869,8.79342,40.777,14.6646,976.342
1717831422,33.0498,6.79528,49.1824,7.64034,754.528
1717835022,25.9122,1.98784,53.278,15.7089,284.784
1717838622,25.7328,8.00855,54.9498,7.57131,866.855
1717842222,39.7454,3.40096,50.6137,7.63756,426.096
1717845822,23.6673,9.33971,50.831,9.13962,997.971
1717849422,37.3887,1.48111,56.942,12.6984,221.111
1717853022,36.6245,9.50573,43.4816,19.9417,1017.57
1717856622,22.292,11.5127,56.3585,9.4217,1231.27
1717860222,21.8285,0.246306,49.0994,19.3541,74.6306
1717863822,32.3716,0.00421465,51.4646,17.5525,53.4215
1717867422,32.1716,6.5178,57.8979,8.53618,745.78
1717871022,24.1535,2.77283,48.6044,16.4587,376.283
1717874622,21.4616,8.63507,50.2188,12.5389,942.507
1717878222,29.5523,6.23363,48.2327,16.9431,690.363
1717881822,30.7984,0.811366,51.0746,18.9756,150.137
1717885422,23.8612,0.606732,42.024,7.68398,132.673
1717889022,38.7971,3.52462,44.485,12.2072,445.462
1717892622,26.2586,7.47891,44.9501,11.7803,826.891
1717896222,20.2228,9.29345,50.7254,14.6142,1020.35
1717899822,39.3487,2.56032,43.0634,18.1516,337.032
1717903422,25.6346,5.12057,51.0538,15.8826,572.057
1717907022,21.9277,2.85173,58.7457,15.9977,374.173
1717910622,21.9592,9.18336,58.117,14.9467,986.336
1717914222,34.3336,9.86355,47.0461,11.2852,1066.36
1717917822,20.1627,10.9395,48.5501,13.9247,1169.95
1717921422,36.6584,1.69731,42.1235,11.386,248.731
1717925022,25.1072,7.32723,49.7971,16.6908,813.723
1717928622,21.7996,5.85896,54.0727,15.7275,635.896
1717932222,31.8962,10.8539,58.3789,14.2703,1168.39
1717935822,35.079,1.54546,56.1492,15.6985,235.546
1717939422,30.8627,4.55421,54.2027,15.6458,553.421
1717943022,21.5201,3.11308,43.0787,11.2503,395.308
1717946622,30.1755,7.85852,57.6025,17.4355,839.852
1717950222,25.0316,11.2645,45.2254,11.7367,1206.45
1717953822,24.3696,6.37324,45.0264,11.9236,723.324
1717957422,37.4192,1.97474,53.4361,16.7015,289.474
1717961022,21.6122,11.2555,48.265,9.61968,1189.55
1717964622,38.5081,3.09758,47.8597,11.6462,366.758
1717968222,36.2037,7.66831,43.216,17.6402,828.831
1717971822,23.7753,11.5611,53.4611,7.44911,1254.11
1717975422,22.9178,3.53438,40.0342,9.25864,423.438
1717979022,38.1181,2.22551,47.7676,17.1335,290.551
1717982622,26.7389,0.284748,49.4833,14.6626,103.475
1717986222,38.7182,0.100048,45.2242,11.3038,71.0048
1717989822,34.9297,2.35596,53.0448,13.8668,320.596
1717993422,26.1416,11.4261,59.7156,19.825,1225.61
1717997022,35.7932,10.4697,59.1906,11.5086,1127.97
1718000622,24.1988,3.35979,45.0093,10.3719,401.979
1718004222,32.0926,11.9647,57.8039,12.5151,1269.47
1718007822,34.8863,11.2538,54.4554,10.4917,1196.38
1718011422,22.7198,6.56015,41.5027,16.9907,711.015
1718015022,22.1794,10.5756,48.8241,10.8234,1135.56
1718018622,23.7573,7.84898,59.049,14.7892,857.898
1718022222,21.7153,2.50369,57.1453,11.3483,348.369
1718025822,29.2183,11.9093,54.6666,14.694,1243.93
1718029422,21.14,7.50546,42.3164,12.0327,809.546
1718033022,38.9988,11.1255,40.4199,14.5658,1200.55
1718036622,39.8195,0.808878,43.6103,9.1539,179.888
1718040222,38.3901,10.37,59.2969,15.8929,1129
1718043822,24.007,11.7992,44.4844,16.0691,1243.92
1718047422,35.3947,10.6682,56.8365,8.45763,1146.82
1718051022,21.1167,4.98424,48.843,11.3312,551.424
1718054622,29.0794,8.56949,41.5522,14.9848,928.949
1718058222,30.3647,9.44048,44.5485,16.9967,1001.05
1718061822,27.1252,3.09356,51.4292,13.2705,391.356
1718065422,33.6608,3.68405,52.092,11.82,433.405
1718069022,26.767,9.5533,48.0612,16.0497,1026.33
1718072622,37.9464,4.2143,41.3617,19.9619,496.43
1718076222,30.9847,4.54379,43.9338,7.30787,525.379
1718079822,28.1685,9.55587,52.9386,10.8861,1031.59
1718083422,22.0503,6.13532,44.4844,19.6195,685.532
1718087022,36.6747,4.6842,44.7395,16.5309,557.42
1718090622,26.1829,10.0265,47.3952,12.8781,1062.65
1718094222,33.1597,5.79384,42.718,18.607,673.384
1718097822,27.1774,2.46887,59.5868,8.2537,337.887
1718101422,34.9275,2.21325,48.0697,18.2488,298.325
1718105022,39.0982,1.58782,40.0671,10.8404,242.782
1718108622,21.4383,8.27794,45.6697,17.2438,914.794
1718112222,24.4883,8.41522,46.6854,15.0185,892.522
1718115822,20.9214,5.29467,51.5928,9.8851,588.467
1718119422,29.2104,8.63327,49.3881,8.53578,934.327
1718123022,38.5937,11.4383,54.1893,7.23249,1234.83
1718126622,36.9671,0.352143,44.3666,14.4548,126.214
1718130222,26.7337,10.8528,45.7216,15.3435,1136.28
1718133822,31.8065,5.81252,54.8961,16.9459,661.252
1718137422,30.4717,10.6416,52.5541,7.9986,1134.16
1718141022,23.7131,1.11391,48.323,19.1395,185.391
1718144622,20.2704,6.96241,53.7724,7.69073,759.241
1718148222,26.5738,9.18856,46.9662,11.426,1004.86
1718151822,22.9914,8.60381,53.5075,8.32432,955.381
1718155422,31.6718,0.53135,56.2084,17.4248,132.135
1718159022,21.856,6.93518,43.4834,12.2901,777.518
1718162622,30.6846,0.249542,48.2473,8.85238,101.954
1718166222,25.0226,3.7385,42.0606,10.4814,463.85
1718169822,29.1845,4.33348,57.3705,18.4559,491.348
1718173422,38.717,3.44477,46.7037,17.4902,410.477
1718177022,20.9327,3.37149,54.6617,10.5294,412.149
1718180622,23.0078,9.16133,50.9024,19.8524,976.133
1718184222,32.2412,2.3039,49.3417,9.05353,326.39
1718187822,26.6268,1.33911,56.6149,15.8541,230.911
1718191422,38.592,6.27947,42.8535,8.70122,699.947
1718195022,36.5743,5.19802,41.7823,7.25352,572.802
1718198622,24.3896,3.03799,52.9655,10.5647,362.799
1718202222,26.2525,7.34175,41.8696,11.3872,810.175
1718205822,26.1254,6.31433,40.9619,14.0108,704.433
1718209422,34.3415,0.324842,57.2485,7.68755,122.484
1718213022,23.7514,4.58621,48.027,14.2659,543.621
1718216622,22.3813,8.93146,47.0193,16.7364,979.146
1718220222,26.2067,11.3663,49.5822,15.7465,1216.63
1718223822,21.818,9.41974,57.1075,18.7308,1010.97
1718227422,30.6363,2.60583,41.2696,9.41694,348.583
1718231022,21.6568,0.13176,58.6065,18.8272,66.176
1718234622,38.2032,9.87362,49.7995,14.2302,1045.36
1718238222,26.7089,1.8268,43.9888,18.2877,236.68
1718241822,39.1959,4.27949,48.6666,12.5639,488.949
1718245422,24.0648,8.66216,46.2911,14.9126,956.216
1718249022,24.6569,10.4703,45.1723,11.1769,1101.03
1718252622,20.9143,6.93226,52.3899,11.9251,767.226
1718256222,33.7362,4.28736,43.8282,13.1713,505.736
1718259822,24.9057,5.48503,58.4014,19.4961,636.503
1718263422,29.6628,7.22607,54.5311,19.3815,778.607
1718267022,24.3592,6.75456,45.5599,13.5022,740.456
1718270622,23.3921,6.2956,54.4139,17.195,714.56
1718274222,25.275,9.98413,41.2598,14.1001,1079.41
1718277822,27.139,4.37606,42.4708,16.5682,490.606
1718281422,32.4207,1.18393,54.6263,12.3203,191.393
1718285022,28.1029,8.14035,58.4295,12.6746,904.035
1718288622,30.2809,2.644,41.6889,13.3506,320.4
1718292222,26.6766,1.56508,44.4234,8.75161,244.508
1718295822,37.7828,7.00579,44.308,12.5091,754.579
1718299422,39.0401,6.65401,42.2803,12.9463,762.401
1718303022,35.0653,7.25816,42.0399,11.3451,801.816
1718306622,25.9471,9.45832,53.1632,10.9531,1027.83
1718310222,33.6865,7.44819,59.621,15.866,839.819
1718313822,32.2691,11.0637,52.4619,14.5698,1170.37
1718317422,24.4871,10.7534,47.1499,7.76968,1141.34
1718321022,32.7047,2.52905,43.6409,19.61,307.905
1718324622,36.8094,5.23177,57.9162,7.87164,578.177
1718328222,31.4398,11.9287,42.7491,12.5607,1278.87
1718331822,35.8235,4.75472,52.5767,7.74032,531.472
1718335422,25.1868,2.22825,43.0097,18.5269,318.825
1718339022,28.5072,5.5133,40.6623,13.0975,633.33
1718342622,38.3723,3.18645,48.7777,14.0243,402.645
1718346222,27.5078,11.7343,53.5051,12.8313,1259.43
1718349822,23.8109,6.05695,42.7247,14.717,683.695
1718353422,37.9558,9.4297,49.3204,19.7235,1014.97
1718357022,28.1232,9.24665,51.8796,10.7817,983.665
1718360622,24.4563,3.5358,43.6909,14.2627,426.58
1718364222,35.0254,9.32344,59.5813,15.9644,983.344
1718367822,38.8999,2.93266,59.6948,8.38462,343.266
1718371422,33.0409,1.92853,44.0486,8.08588,248.853
1718375022,23.9626,2.88284,43.8142,18.715,357.284
1718378622,34.2664,6.47583,42.5813,11.4641,735.583
1718382222,30.5791,10.8689,59.1388,15.0741,1177.89
1718385822,29.7034,8.38646,55.9203,18.0191,895.646
1718389422,31.7047,4.3447,48.6294,13.7378,502.47
1718393022,39.2265,6.76484,52.49,10.3747,770.484
1718396622,24.4091,3.89427,40.9864,8.30131,479.427
1718400222,26.0409,10.1441,59.6271,10.6635,1099.41
1718403822,32.6384,1.95424,52.2721,7.22813,272.424
1718407422,36.8135,5.29107,50.9647,17.6338,627.107
1718411022,24.4002,10.8907,40.5866,17.2478,1139.07
1718414622,27.0681,10.513,48.417,17.6446,1105.3
1718418222,25.0599,3.99827,41.1097,8.93252,466.827
1718421822,38.7969,10.9835,46.1275,14.8729,1184.35
1718425422,21.116,9.94973,47.308,18.121,1051.97
1718429022,34.2143,10.6717,44.9037,17.1328,1136.17
1718432622,32.4495,5.15145,53.5057,10.462,574.145
1718436222,20.2525,1.62701,51.4609,7.78515,212.701
1718439822,26.7363,9.76075,56.9036,15.4363,1054.07
1718443422,22.0351,9.84859,59.8224,15.9072,1035.86
1718447022,24.8948,4.66835,55.8684,13.7676,535.835
1718450622,22.3973,7.34906,44.897,12.7793,807.906
1718454222,22.7138,3.52193,58.5968,7.4384,437.193
1718457822,38.9825,5.54515,53.17,9.56493,612.515
1718461422,34.6298,5.34254,54.3712,8.56435,599.254
1718465022,26.8173,7.11569,44.9745,18.2698,782.569
1718468622,22.0371,0.502586,41.2708,12.3865,111.259
1718472222,34.3161,0.987917,59.6051,15.4783,170.792
1718475822,21.4321,8.764,51.7051,13.6573,932.4
1718479422,25.0611,11.7248,50.9482,14.4452,1257.48
1718483022,29.0135,11.7884,53.1346,13.9172,1267.84
1718486622,37.3753,9.14612,49.9747,15.5855,992.612
1718490222,26.8582,8.38377,48.2498,17.6461,889.377
1718493822,26.6838,1.8617,43.7104,9.86209,267.17
1718497422,34.7873,0.623424,59.2376,15.2082,112.342
1718501022,20.0527,10.6709,50.8585,16.6186,1162.09
1718504622,37.6165,7.83092,57.0324,11.9759,866.092
1718508222,35.6764,6.14688,54.4127,11.6994,700.688
1718511822,38.2186,4.27994,51.2162,8.15809,494.994
1718515422,24.6708,11.1248,53.9848,12.8511,1205.48
1718519022,34.6378,2.04511,51.8473,16.8039,275.511
1718522622,27.5435,4.04407,57.6586,18.0274,493.407
1718526222,39.6007,10.1135,53.6381,8.30528,1106.35
1718529822,38.8413,6.19973,57.4133,19.971,715.973
1718533422,34.1632,4.14371,57.9217,19.6461,501.371
1718537022,28.6705,10.4445,56.1364,11.9255,1113.45
1718540622,31.2059,2.26906,41.3233,13.6978,292.906
1718544222,32.9137,3.91093,50.3439,17.1585,454.093
1718547822,36.08,10.0901,44.4868,13.2772,1099.01
1718551422,34.7855,0.580002,53.5789,18.8042,115
