Time, Temperature(C), Prev. Hrs. Energy consumption (W-hr), Voltage (volts), Current (amps), Average Energy till now (W-hr), Energy Consumption Estimated for Current Hr. (W-hr)
9, 32.5377, 2894.36, 237.412, 15.0914, 3330.69, 3685.11
10, 25.3208, 3685.11, 222.417, 18.6143, 3356.26, 3611.88
11, 35.6041, 3611.88, 226.098, 16.3069, 3480.52, 4847.36
12, 29.9232, 4847.36, 230.225, 9.79523, 3419.72, 2690.12
13, 25.7132, 2690.12, 226.838, 19.4421, 3470.79, 4134.76
14, 24.4175, 4134.76, 234.057, 7.12195, 3324.36, 1274.3
15, 39.8636, 1274.3, 231.117, 14.0551, 3360.21, 3898.04
16, 25.4295, 3898.04, 232.112, 19.725, 3394.23, 3938.57
17, 24.0238, 3938.57, 238.366, 17.049, 3351.59, 2626.62
18, 36.4731, 2626.62, 221.917, 11.8417, 3362.26, 3554.39
19, 39.7422, 3554.39, 236.767, 8.48001, 3311.27, 2342.44
20, 29.4447, 2342.44, 238.405, 9.17193, 3256.42, 2159.45
21, 37.5483, 2159.45, 220.208, 17.927, 3355.09, 5427.15
22, 26.3006, 5427.15, 233.949, 8.77776, 3299.08, 2066.7
23, 22.4884, 2066.7, 222.075, 6.0293, 3197.25, 855.357
0, 26.1434, 855.357, 227.188, 19.1307, 3185.62, 3185.62
1, 23.3798, 3185.62, 234.229, 11.1189, 2556.62, 1927.61
2, 38.9915, 1927.61, 230.291, 7.92744, 2445.79, 2224.14
3, 31.3941, 2224.14, 224.664, 14.5981, 2612.16, 3111.27
4, 27.4096, 3111.27, 223.321, 14.4959, 2587.12, 2486.96
5, 37.4841, 2486.96, 234.623, 9.00851, 2549.39, 2360.74
6, 20.056, 2360.74, 237.683, 18.7426, 2627.46, 3095.87
7, 36.5717, 3095.87, 224.159, 12.7168, 2757.04, 3664.13
8, 24.686, 3664.13, 222.849, 15.2431, 2724.81, 2466.91
9, 29.9435, 2466.91, 233.19, 13.022, 2741.74, 2894.17
10, 38.3653, 2894.17, 225.284, 8.49583, 2739.45, 2716.56
11, 37.4422, 2716.56, 232.039, 8.76772, 2690.28, 2149.4
12, 25.1516, 2149.4, 221.428, 13.2623, 2701.27, 2833.18
13, 26.9037, 2833.18, 239.352, 18.7688, 2758.97, 3508.97
14, 22.287, 3508.97, 224.985, 13.2853, 2713.83, 2081.97
15, 26.4691, 2081.97, 227.441, 13.2665, 2736.26, 3072.65
16, 30.6842, 3072.65, 231.818, 19.4335, 2848.86, 4650.41
17, 34.28, 4650.41, 229.044, 7.38628, 2819.03, 2311.89
18, 32.8702, 2311.89, 230.294, 11.7273, 2807.96, 2608.7
19, 26.2747, 2608.7, 229.305, 9.53703, 2750.8, 1664.82
20, 33.9389, 1664.82, 228.417, 12.5385, 2769.54, 3144.32
21, 33.7257, 3144.32, 224.81, 13.0763, 2788.8, 3193.38
22, 36.8748, 3193.38, 229.984, 7.8734, 2762.36, 2180.63
23, 36.8834, 2180.63, 229.917, 17.1839, 2829.72, 4379.06
0, 21.6525, 4379.06, 232.851, 5.45082, 1053.81, 1053.81
1, 31.9549, 1053.81, 223.399, 7.21918, 1397.73, 1741.66
2, 30.12, 1741.66, 232.234, 5.03051, 1369.84, 1314.07
3, 25.1221, 1314.07, 235.949, 15.1095, 1791.16, 3055.09
4, 24.6316, 3055.09, 224.959, 12.8703, 1970.27, 2686.7
5, 24.8816, 2686.7, 223.991, 14.3321, 2053.59, 2470.23
6, 20.7325, 2470.23, 233.682, 15.5406, 2079.04, 2231.73
7, 37.2649, 2231.73, 238.238, 19.731, 2442.42, 4986.11
8, 38.3134, 4986.11, 237.333, 14.4917, 2740.63, 5126.28
9, 21.4114, 5126.28, 237.187, 12.624, 2690.31, 2237.42
10, 38.1723, 2237.42, 225.392, 14.9346, 2841.72, 4355.83
11, 33.5081, 4355.83, 237.37, 12.5882, 2879.2, 3291.51
12, 22.0889, 3291.51, 223.834, 5.18331, 2724.8, 871.912
13, 29.9623, 871.912, 221.609, 16.0638, 2813.98, 3973.41
14, 30.7517, 3973.41, 226.342, 11.7482, 2840.41, 3210.46
15, 29.0265, 3210.46, 233.444, 6.14391, 2747.45, 1352.92
16, 25.8025, 1352.92, 225.407, 15.1156, 2728.25, 2421.16
17, 22.2087, 2421.16, 228.381, 16.5471, 2753.42, 3181.34
18, 39.8641, 3181.34, 220.452, 19.9976, 2933.71, 6178.86
19, 20.4425, 6178.86, 227.36, 5.81961, 2825.91, 777.675
20, 25.7743, 777.675, 230.324, 14.0256, 2800.22, 2286.42
21, 36.3769, 2286.42, 231.247, 13.0414, 2863.49, 4192.11
22, 22.4593, 4192.11, 220.607, 14.0621, 2844, 2415.34
23, 28.4913, 2415.34, 237.32, 11.9361, 2847.36, 2924.68
0, 24.9091, 2924.68, 226.134, 19.5805, 3885.62, 3885.62
1, 20.6298, 3885.62, 226.997, 12.8574, 2868.61, 1851.6
2, 37.4636, 1851.6, 235.934, 15.6515, 3510.71, 4794.92
3, 20.0286, 4794.92, 221.802, 18.8835, 3269.79, 2547.02
4, 35.328, 2547.02, 236.955, 7.39756, 3022.39, 2032.81
5, 20.3883, 2032.81, 238.253, 17.9296, 3025.5, 3041.06
6, 20.3288, 3041.06, 220.001, 12.8909, 2858.83, 1858.82
7, 28.3509, 1858.82, 239.347, 15.0602, 2958.08, 3652.82
8, 30.4029, 3652.82, 224.898, 18.0212, 3028.22, 3589.34
9, 28.5416, 3589.34, 229.624, 13.9812, 2993.93, 2685.25
10, 37.9738, 2685.25, 235.333, 10.2886, 2949.9, 2509.62
11, 32.3413, 2509.62, 239.64, 11.7894, 2921.28, 2606.51
12, 32.245, 2606.51, 231.811, 13.3016, 2972.88, 3592.03
13, 32.8204, 3592.03, 230.432, 16.6944, 3012.44, 3526.74
14, 23.6125, 3526.74, 232.863, 6.52313, 2891.11, 1192.56
15, 36.5161, 1192.56, 223.42, 5.8061, 2806.62, 1539.24
16, 31.0856, 1539.24, 230.314, 7.22356, 2725.15, 1421.66
17, 36.0183, 1421.66, 237.613, 9.87205, 2725.55, 2732.28
18, 29.9577, 2732.28, 222.894, 14.3157, 2737.27, 2948.25
19, 30.3086, 2948.25, 224.675, 13.6175, 2761.65, 3224.92
20, 36.4461, 3224.92, 238.518, 5.90075, 2703.25, 1535.2
21, 34.1633, 1535.2, 230.692, 11.9801, 2750.7, 3747.14
22, 34.5908, 3747.14, 228.259, 11.2612, 2781.2, 3452.27
23, 37.7243, 3452.27, 229.746, 18.4623, 2851.9, 4477.9
0, 30.0729, 4477.9, 227.663, 6.99978, 1893.4, 1893.4
1, 31.9032, 1893.4, 234.071, 10.6338, 2526.48, 3159.56
2, 32.4747, 3159.56, 224.271, 16.4227, 3008.18, 3971.58
3, 33.6119, 3971.58, 232.641, 16.2663, 3238.09, 3927.8
4, 33.9811, 3927.8, 227.115, 14.9748, 3345.65, 3775.92
5, 38.7394, 3775.92, 238.821, 16.2557, 3472.52, 4106.85
6, 21.1338, 4106.85, 230.407, 13.4942, 3287.65, 2178.44
7, 25.8958, 2178.44, 239.733, 15.1831, 3313.43, 3493.9
8, 38.1318, 3493.9, 233.556, 12.8846, 3294.75, 3145.34
9, 37.5812, 3145.34, 223.037, 6.36648, 3156.32, 1910.4
10, 22.7116, 1910.4, 223.72, 10.513, 3041.22, 1890.28
11, 27.794, 1890.28, 226.278, 8.72832, 2915.87, 1537.03
12, 26.6843, 1537.03, 221.814, 12.9618, 2854.15, 2113.39
13, 26.4149, 2113.39, 221.711, 7.3272, 2735.52, 1193.42
14, 21.2093, 1193.42, 235.754, 9.84524, 2668.98, 1737.39
15, 22.2747, 1737.39, 238.056, 18.578, 2733.22, 3696.75
16, 27.0751, 3696.75, 235.377, 15.6593, 2773.7, 3421.37
17, 33.1161, 3421.37, 227.331, 8.13006, 2711.54, 1654.9
18, 32.8648, 1654.9, 223.807, 13.629, 2770.62, 3834.13
19, 32.1914, 3834.13, 235.764, 9.46038, 2758.67, 2531.52
20, 23.3019, 2531.52, 232.041, 13.3174, 2740.87, 2384.94
21, 21.2063, 2384.94, 238.139, 14.2385, 2738.01, 2677.98
22, 23.4847, 2677.98, 224.389, 18.0535, 2764.18, 3339.76
23, 24.5494, 3339.76, 239.006, 10.7656, 2731.58, 1981.95
0, 31.7239, 1981.95, 237.774, 9.0922, 1945.64, 1945.64
1, 35.6411, 1945.64, 221.13, 15.3365, 2741.02, 3536.4
2, 31.7326, 3536.4, 232.212, 6.97202, 2309.81, 1447.38
3, 23.5168, 1447.38, 239.049, 8.70729, 2178, 1782.57
4, 31.1198, 1782.57, 235.458, 7.5856, 2131.79, 1946.97
5, 39.1506, 1946.97, 237.415, 7.02535, 2138.06, 2169.38
6, 29.3477, 2169.38, 229.207, 17.5641, 2435.49, 4220.1
7, 32.9225, 4220.1, 230.009, 14.4313, 2523.3, 3137.95
8, 35.5205, 3137.95, 239.346, 10.5018, 2579.74, 3031.3
9, 22.7071, 3031.3, 224.246, 8.09172, 2433.63, 1118.61
10, 29.833, 1118.61, 238.665, 9.81962, 2422.8, 2314.53
11, 30.396, 2314.53, 225.344, 19.0359, 2615.39, 4733.88
12, 30.6471, 4733.88, 222.265, 6.29024, 2515.58, 1317.85
13, 23.5339, 1317.85, 238.633, 9.84824, 2447.44, 1561.57
14, 29.5836, 1561.57, 234.863, 12.1269, 2484.09, 2997.21
15, 33.896, 2997.21, 220.085, 12.4994, 2561.84, 3728.06
16, 22.5779, 3728.06, 222.212, 13.3596, 2548.33, 2332.14
17, 29.7598, 2332.14, 223.84, 5.10839, 2459.81, 955.016
18, 22.9465, 955.016, 229.507, 17.9577, 2518.45, 3574.06
19, 26.6562, 3574.06, 232.887, 16.3887, 2546.66, 3082.64
20, 22.9311, 3082.64, 226.973, 12.9742, 2534.13, 2283.47
21, 39.6059, 2283.47, 221.404, 16.6254, 2641.57, 4897.78
22, 33.7182, 4897.78, 231.548, 6.51294, 2610.5, 1927.02
23, 23.4705, 1927.02, 238.548, 7.43522, 2570.82, 1658.14
0, 29.1345, 1658.14, 223.5, 10.9305, 2827.8, 2827.8
1, 25.467, 2827.8, 235.748, 15.0784, 2861.82, 2895.83
2, 20.2701, 2895.83, 238.918, 11.2941, 2398.17, 1470.88
3, 28.0972, 1470.88, 221.454, 17.317, 2689.81, 3564.74
4, 32.6017, 3564.74, 239.022, 12.0106, 2861.51, 3548.31
5, 27.0719, 3548.31, 227.643, 8.49162, 2692.47, 1847.27
6, 36.518, 1847.27, 227.9, 16.117, 2860.17, 3866.34
7, 37.6219, 3866.34, 220.88, 18.9329, 3272.71, 6160.51
8, 33.0695, 6160.51, 223.76, 12.9569, 3204.99, 2663.18
9, 36.8058, 2663.18, 231.888, 14.044, 3278.92, 3944.31
10, 29.8621, 3944.31, 221.749, 14.8652, 3320.55, 3736.89
11, 25.1066, 3736.89, 227.403, 10.1231, 3175.9, 1584.79
12, 25.3442, 1584.79, 227.214, 12.6846, 3144.74, 2770.83
13, 32.1441, 2770.83, 236.092, 9.03706, 3070.76, 2108.92
14, 36.5358, 2108.92, 232.087, 15.9613, 3145.1, 4185.96
15, 38.0992, 4185.96, 232.176, 14.1893, 3203.98, 4087.16
16, 21.6703, 4087.16, 237.213, 6.90243, 3087.12, 1217.3
17, 38.4384, 1217.3, 221.028, 13.3656, 3116.35, 3613.25
18, 25.8466, 3613.25, 235.91, 16.0603, 3121.36, 3211.58
19, 36.9856, 3211.58, 229.091, 15.5113, 3197.86, 4651.43
20, 32.7283, 4651.43, 234.744, 8.4105, 3153.88, 2274.26
21, 36.9324, 2274.26, 224.557, 10.0528, 3116.93, 2340.94
22, 28.463, 2340.94, 225.453, 7.68238, 3048.57, 1544.73
23, 35.6724, 1544.73, 222.421, 5.29906, 2982.91, 1472.63
0, 22.5622, 1472.63, 235.908, 17.0691, 2765.23, 2765.23
1, 31.5781, 2765.23, 233.911, 18.7355, 3412.6, 4059.98
2, 27.3904, 4059.98, 228.729, 12.5438, 3165.05, 2669.95
3, 24.1572, 2669.95, 227.235, 9.58822, 2838.46, 1858.67
4, 39.6587, 1858.67, 235.513, 11.1263, 3061.31, 3952.72
5, 34.1282, 3952.72, 220.733, 14.5753, 3108.07, 3341.87
6, 36.5908, 3341.87, 236.046, 8.54908, 2949.34, 1996.98
7, 39.8049, 1996.98, 234.105, 16.0813, 3201.05, 4963.03
8, 22.0377, 4963.03, 227.111, 14.558, 3135.26, 2608.89
9, 33.0494, 2608.89, 239.016, 15.7285, 3163.99, 3422.62
10, 24.7876, 3422.62, 225.8, 12.3063, 3086.23, 2308.61
11, 24.6343, 2308.61, 226.123, 8.50701, 2982.24, 1838.35
12, 27.0015, 1838.35, 226.55, 5.64606, 2847.63, 1232.35
13, 38.8662, 1232.35, 221.165, 9.82186, 2839.88, 2739.08
14, 34.8567, 2739.08, 237.509, 15.3925, 2936.42, 4287.95
15, 31.0523, 4287.95, 227.996, 5.87225, 2845.34, 1479.23
16, 39.0975, 1479.23, 224.895, 7.13287, 2825.16, 2502.22
17, 28.8458, 2502.22, 232.929, 6.32161, 2747.75, 1431.87
18, 32.1966, 1431.87, 239.315, 10.2281, 2727.61, 2364.96
19, 35.4275, 2364.96, 236.607, 6.70936, 2689.2, 1959.54
20, 39.0579, 1959.54, 230.632, 5.81197, 2636.92, 1591.2
21, 28.2887, 1591.2, 226.521, 10.1764, 2627.07, 2420.35
22, 39.6497, 2420.35, 227.413, 19.171, 2797.22, 6540.44
23, 32.2442, 6540.44, 222.102, 11.1264, 2810.62, 3118.78
0, 37.0396, 3118.78, 228.005, 15.7839, 4589.03, 4589.03
1, 39.9161, 4589.03, 230.407, 11.2914, 4313.46, 4037.88
2, 33.8321, 4037.88, 239.377, 19.9287, 4780.45, 5714.42
3, 22.8146, 5714.42, 228.616, 7.29266, 3858.2, 1091.47
4, 38.4971, 1091.47, 236.157, 18.8898, 4266.81, 5901.25
5, 32.7304, 5901.25, 237.014, 5.25344, 3797.97, 1453.75
6, 38.4505, 1453.75, 223.214, 13.9726, 3774.74, 3635.4
7, 25.671, 3635.4, 225.429, 14.3775, 3642.19, 2714.31
8, 30.6359, 2714.31, 221.178, 9.87504, 3452.04, 1930.82
9, 32.4683, 1930.82, 225.834, 13.8913, 3473.67, 3668.41
10, 39.8689, 3668.41, 239.924, 18.485, 3739.99, 6403.12
11, 31.9314, 6403.12, 224.203, 10.0164, 3636.38, 2496.75
12, 23.2683, 2496.75, 239.32, 9.84759, 3486.3, 1685.32
13, 32.2594, 1685.32, 231.532, 14.5423, 3538.49, 4216.92
14, 35.3494, 4216.92, 238.596, 9.50435, 3455.19, 2289.02
15, 25.1715, 2289.02, 226.993, 17.6271, 3412.08, 2765.36
16, 28.0964, 2765.36, 232.551, 6.71052, 3311.89, 1708.94
17, 32.1791, 1708.94, 225.635, 5.5657, 3203.09, 1353.45
18, 26.4785, 1353.45, 228.481, 15.5337, 3228.78, 3691.16
19, 24.3055, 3691.16, 221.983, 18.7938, 3245.1, 3555.18
20, 38.4798, 3555.18, 220.891, 14.1203, 3295.51, 4303.8
21, 36.7379, 4303.8, 225.302, 9.72732, 3275.79, 2861.65
22, 23.0202, 2861.65, 235.54, 7.60717, 3187.54, 1246.04
23, 21.9699, 1246.04, 235.117, 6.10126, 3096.98, 1013.99
0, 25.5827, 1013.99, 225.142, 12.2615, 1935.29, 1935.29
1, 38.6057, 1935.29, 236.786, 7.30099, 2152.17, 2369.05
2, 22.8944, 2369.05, 233.422, 15.2649, 2309.18, 2623.21
3, 33.9235, 2623.21, 223.742, 13.3628, 2682.34, 3801.81
4, 34.2401, 3801.81, 227.167, 14.5556, 2885.81, 3699.66
5, 39.6082, 3699.66, 227.197, 5.03593, 2640.51, 1414.03
6, 27.0504, 1414.03, 232.899, 17.2896, 2789.95, 3686.62
7, 36.5899, 3686.62, 229.113, 19.2846, 3244.38, 6425.34
8, 25.6756, 6425.34, 223.192, 19.0369, 3310.2, 3836.8
9, 21.6849, 3836.8, 238.09, 7.15148, 3102.54, 1233.63
10, 32.6702, 1233.63, 226.662, 11.7141, 3081.2, 2867.73
11, 22.7498, 2867.73, 239.111, 7.9812, 2923.07, 1183.63
12, 28.2672, 1183.63, 230.644, 12.8386, 2930.51, 3019.88
13, 22.7422, 3019.88, 223.67, 6.85661, 2789.69, 959.033
14, 21.9374, 959.033, 239.581, 5.20861, 2672.7, 1034.76
15, 26.3411, 1034.76, 234.859, 6.81235, 2579.89, 1187.72
16, 27.262, 1187.72, 236.001, 5.37291, 2501.32, 1244.18
17, 23.1725, 1244.18, 239.737, 9.47058, 2443.33, 1457.59
18, 37.6283, 1457.59, 232.189, 6.21081, 2427.77, 2147.59
19, 30.9314, 2147.59, 220.108, 8.79539, 2424.64, 2365.17
20, 32.4774, 2365.17, 226.28, 12.562, 2455.74, 3077.84
21, 23.4778, 3077.84, 223.418, 16.3608, 2463.89, 2635.03
22, 34.7226, 2635.03, 222.301, 19.5287, 2617.28, 5991.77
23, 32.368, 5991.77, 222.069, 16.9743, 2704.21, 4703.63
0, 30.929, 4703.63, 228.324, 5.58063, 1113.77, 1113.77
1, 29.103, 1113.77, 233.287, 18.8562, 3064.3, 5014.83
2, 24.0649, 5014.83, 233.317, 12.681, 2735.79, 2078.77
3, 31.2195, 2078.77, 233.296, 12.7753, 2797.9, 2984.25
4, 23.2893, 2984.25, 235.051, 12.0431, 2765.25, 2634.62
5, 25.5668, 2634.62, 227.48, 7.79953, 2559.34, 1529.79
6, 39.8996, 1529.79, 232.797, 5.68311, 2451.56, 1804.92
7, 21.0398, 1804.92, 232.242, 19.0802, 2494.59, 2795.76
8, 21.7566, 2795.76, 222.983, 8.01642, 2369.96, 1372.95
9, 22.4768, 1372.95, 239.663, 15.8009, 2450.03, 3170.61
10, 21.2017, 3170.61, 223.196, 8.59597, 2370.17, 1571.64
11, 23.3794, 1571.64, 223.873, 16.2503, 2443.75, 3253.09
12, 21.8547, 3253.09, 227.813, 16.9647, 2495.28, 3113.6
13, 30.3214, 3113.6, 237.778, 19.9327, 2620.48, 4248.08
14, 23.6025, 4248.08, 228.442, 15.0002, 2628.77, 2744.82
15, 21.9278, 2744.82, 234.842, 11.7001, 2570.04, 1689.07
16, 36.9309, 1689.07, 231.331, 6.31145, 2522.09, 1754.93
17, 24.1931, 1754.93, 230.997, 6.25625, 2446.68, 1164.72
18, 37.4509, 1164.72, 233.278, 12.121, 2492.9, 3324.98
19, 26.2678, 3324.98, 225.42, 12.741, 2517.88, 2992.33
20, 36.3562, 2992.33, 234.747, 10.1717, 2534.58, 2868.57
21, 34.6562, 2868.57, 227.838, 7.56548, 2493.75, 1636.41
22, 20.3034, 1636.41, 238.869, 12.8056, 2486.13, 2318.52
23, 26.5676, 2318.52, 233.549, 18.7033, 2572.87, 4567.76
0, 27.1346, 4567.76, 221.871, 14.2814, 2830.09, 2830.09
1, 30.1669, 2830.09, 230.705, 8.38042, 2520.7, 2211.3
2, 23.4037, 2211.3, 220.124, 19.0103, 2560.91, 2641.34
3, 33.9033, 2641.34, 235.713, 10.9344, 2618.44, 2791.04
4, 27.9092, 2791.04, 234.736, 7.41491, 2355.88, 1305.64
5, 36.1124, 1305.64, 220.956, 5.53842, 2184.14, 1325.4
6, 34.6294, 1325.4, 226.549, 14.7881, 2376.65, 3531.71
7, 30.6461, 3531.71, 226.085, 13.1215, 2392.54, 2503.77
8, 27.9253, 2503.77, 224.683, 17.7495, 2465.94, 3053.17
9, 28.404, 3053.17, 235.676, 19.4676, 2579.28, 3599.31
10, 31.4022, 3599.31, 232.928, 6.35846, 2510.41, 1821.68
11, 31.6668, 1821.68, 228.464, 16.7532, 2669.51, 4419.68
12, 24.2448, 4419.68, 223.519, 8.12003, 2561.57, 1266.33
13, 20.4926, 1266.33, 228.026, 13.4195, 2540.59, 2267.85
14, 37.1605, 2267.85, 220.367, 7.6976, 2505.74, 2017.78
15, 23.8562, 2017.78, 236.624, 17.3345, 2559.68, 3368.83
16, 29.2753, 3368.83, 225.21, 14.5858, 2614.52, 3491.96
17, 35.8151, 3491.96, 230.168, 18.7242, 2702.25, 4193.7
18, 29.0132, 4193.7, 223.999, 16.5541, 2731.7, 3261.69
19, 27.0125, 3261.69, 235.672, 6.28937, 2665.93, 1416.39
20, 27.4562, 1416.39, 232.796, 5.34611, 2595.72, 1191.52
21, 30.9932, 1191.52, 232.781, 18.6191, 2698.36, 4853.68
22, 39.0141, 4853.68, 238.299, 7.09581, 2692.89, 2572.61
23, 20.2581, 2572.61, 236.429, 16.7652, 2700.48, 2875.07
0, 22.1687, 2875.07, 230.538, 12.5513, 2089.11, 2089.11
1, 22.238, 2089.11, 237.361, 7.68209, 1679.44, 1269.78
2, 29.5654, 1269.78, 223.006, 9.90956, 1924.2, 2413.71
3, 37.2782, 2413.71, 233.558, 18.1339, 2920.44, 5909.16
4, 25.4662, 5909.16, 221.205, 19.6291, 3001.59, 3326.21
5, 26.5339, 3326.21, 223.26, 12.4125, 2841.42, 2040.53
6, 29.0702, 2040.53, 236.802, 9.72809, 2786.95, 2460.16
7, 32.7311, 2460.16, 224.897, 17.7478, 2989.83, 4409.98
8, 21.4942, 4409.98, 226.936, 15.5924, 2974.74, 2854.05
9, 32.7417, 2854.05, 237.12, 13.5151, 3074.26, 3969.93
10, 35.2287, 3969.93, 230.504, 13.0277, 3056.22, 2875.79
11, 30.3645, 2875.79, 232.005, 9.00057, 2971.88, 2044.12
12, 35.3798, 2044.12, 236.601, 11.9165, 3022.97, 3636.15
13, 24.231, 3636.15, 225.433, 6.33193, 2901.85, 1327.18
14, 27.0693, 1327.18, 238.014, 5.86106, 2779.35, 1064.39
15, 28.6564, 1064.39, 235.946, 17.0032, 2859.05, 4054.55
16, 39.1776, 4054.55, 221.387, 9.23952, 2857.66, 2835.43
17, 30.5034, 2835.43, 234.73, 13.1778, 2898.41, 3591.17
18, 28.6675, 3591.17, 229.188, 9.1858, 2856.56, 2103.16
19, 39.2639, 2103.16, 229.038, 7.97383, 2853.06, 2786.62
20, 20.4608, 2786.62, 228.789, 17.8085, 2827.44, 2315.15
21, 21.3807, 2315.15, 230.226, 6.06647, 2743.26, 975.355
22, 22.3412, 975.355, 234.592, 16.1, 2755.38, 3022.12
23, 25.0571, 3022.12, 221.602, 11.0609, 2726.57, 2063.78
0, 27.1106, 2063.78, 234.17, 19.885, 4676.79, 4676.79
1, 36.1305, 4676.79, 236.723, 17.6049, 4728.1, 4779.41
2, 20.7443, 4779.41, 220.472, 14.1517, 3839.89, 2063.46
3, 29.2368, 2063.46, 226.057, 12.3861, 3621.36, 2965.76
4, 26.6294, 2965.76, 232.771, 11.4518, 3362.69, 2328.04
5, 35.8555, 2328.04, 225.924, 13.0875, 3309.62, 3044.28
6, 28.7672, 3044.28, 235.852, 11.6542, 3164.56, 2294.18
7, 27.1141, 2294.18, 236.028, 19.0467, 3185.45, 3331.69
8, 39.7283, 3331.69, 232.84, 6.51287, 3046.3, 1933.04
9, 35.7053, 1933.04, 230.485, 19.2277, 3224.03, 4823.59
10, 33.0057, 4823.59, 220.813, 17.0267, 3352, 4631.77
11, 26.8096, 4631.77, 220.522, 5.94363, 3180.03, 1288.39
12, 26.4127, 1288.39, 223.213, 19.1682, 3282.3, 4509.51
13, 37.1121, 4509.51, 231.958, 8.57098, 3208.15, 2244.16
14, 31.072, 2244.16, 232.123, 17.9916, 3259.19, 3973.75
15, 33.2822, 3973.75, 228.046, 8.88532, 3169.11, 1817.88
16, 24.9193, 1817.88, 235.141, 11.9858, 3135.19, 2592.6
17, 28.4298, 2592.6, 238.696, 11.459, 3108.51, 2654.84
18, 39.4447, 2654.84, 223.337, 17.4988, 3262.05, 6025.75
19, 21.8897, 6025.75, 235.899, 19.1637, 3237.8, 2777.01
20, 27.2227, 2777.01, 231.083, 12.5961, 3233.17, 3140.61
21, 26.0617, 3140.61, 229.603, 17.5994, 3218.28, 2905.74
22, 34.571, 2905.74, 234.964, 16.5689, 3285.96, 4774.92
23, 30.7465, 4774.92, 233.804, 19.9406, 3333.11, 4417.43
0, 30.6982, 4417.43, 236.522, 10.6387, 2608.74, 2608.74
1, 39.3069, 2608.74, 223.283, 9.94402, 2726.27, 2843.79
2, 24.1486, 2843.79, 222.945, 13.6348, 2617.16, 2398.95
3, 37.3962, 2398.95, 223.724, 10.2239, 2812.72, 3399.37
4, 28.6861, 3399.37, 221.566, 16.7381, 2863.87, 3068.51
5, 24.1004, 3068.51, 234.371, 10.4391, 2703.31, 1900.48
6, 22.2756, 1900.48, 230.073, 15.8093, 2710.16, 2751.29
7, 21.3904, 2751.29, 225.112, 12.4426, 2663.86, 2339.72
8, 32.1769, 2339.72, 231.325, 9.07423, 2578.1, 1892.02
9, 35.9804, 1892.02, 233.108, 18.3611, 2747.63, 4273.39
10, 38.7742, 4273.39, 225.727, 5.16866, 2622.49, 1371.07
11, 21.6893, 1371.07, 229.572, 11.7179, 2551.13, 1766.25
12, 34.1303, 1766.25, 234.22, 10.9772, 2597.48, 3153.67
13, 21.7593, 3153.67, 236.192, 8.7592, 2519.03, 1499.11
14, 39.9669, 1499.11, 231.462, 8.69571, 2530.82, 2695.97
15, 23.1554, 2695.97, 231.25, 10.879, 2472.07, 1590.85
16, 24.963, 1590.85, 231.999, 10.8565, 2473.3, 2492.95
17, 30.022, 2492.95, 228.562, 9.63155, 2469.9, 2412.03
18, 35.8471, 2412.03, 236.765, 15.8904, 2561.41, 4208.57
19, 21.4105, 4208.57, 229.301, 18.9375, 2570.47, 2742.74
20, 27.8205, 2742.74, 235.519, 15.6617, 2637.7, 3982.19
21, 28.618, 3982.19, 220.981, 7.09662, 2575.65, 1272.6
22, 28.8853, 1272.6, 223.706, 14.1962, 2621.67, 3634.14
23, 32.867, 3634.14, 220.346, 11.0573, 2618.23, 2539.02
0, 27.9178, 2539.02, 233.89, 13.6286, 3159.16, 3159.16
1, 31.4835, 3159.16, 226.834, 9.99772, 2707.67, 2256.18
2, 37.2185, 2256.18, 235.704, 7.17847, 2541.77, 2209.96
3, 34.6885, 2209.96, 236.926, 15.5262, 3093.21, 4747.53
4, 32.4685, 4747.53, 233.69, 6.54241, 2813.87, 1696.5
5, 30.7769, 1696.5, 228.543, 8.77034, 2731.07, 2317.12
6, 35.8868, 2317.12, 232.977, 8.52754, 2728.12, 2710.39
7, 31.4677, 2710.39, 232.327, 15.0546, 2871.84, 3877.92
8, 37.5392, 3877.92, 220.471, 9.73845, 2904.86, 3168.99
9, 22.7279, 3168.99, 224.373, 10.1145, 2804.1, 1897.28
10, 31.8747, 1897.28, 236.155, 11.8742, 2874.99, 3583.82
11, 32.6386, 3583.82, 229.961, 18.6518, 3029.32, 4727.01
12, 36.3774, 4727.01, 226.999, 8.25278, 2984.46, 2446.13
13, 34.3328, 2446.13, 224.851, 8.00185, 2907.67, 1909.34
14, 32.9699, 1909.34, 224.214, 18.9769, 3060.47, 5199.67
15, 38.1675, 5199.67, 227.488, 16.7739, 3189.62, 5127.01
16, 25.2498, 5127.01, 223.318, 9.12701, 3108.5, 1810.5
17, 38.8022, 1810.5, 224.49, 14.1332, 3197.56, 4711.63
18, 37.0372, 4711.63, 231.259, 11.4528, 3187.96, 3015.14
19, 28.5096, 3015.14, 232.405, 12.8048, 3163.05, 2689.73
20, 21.4911, 2689.73, 236.438, 19.1334, 3177.26, 3461.55
21, 31.7323, 3461.55, 224.545, 17.6074, 3254.73, 4881.58
22, 31.3409, 4881.58, 229.67, 8.30359, 3217.5, 2398.44
23, 23.0397, 2398.44, 236.828, 19.7818, 3240.4, 3767.12
0, 28.9715, 3767.12, 231.052, 14.3293, 3165.11, 3165.11
1, 24.4969, 3165.11, 236.473, 8.4624, 2284.31, 1403.5
2, 32.3227, 1403.5, 225.012, 8.45064, 2317.11, 2382.71
